ID,Name,Age,Gender,Income,Signup_Date,Purchase_Amount,City,Membership,Preferred_Channel
196,Bob,45,f,87245,06/11/2021,82,chicago,,Mobile
96,FRANK,,F,42871,13/05/2018,480,newyork,Platinum,2
563,Eve,,male,50k,14/02/2018,,LA,SILVER,Online
325,david,69,male,93812,07/01/2020,334,New York,,In-Store
468,alice,,M,80225,12/06/2020,396,chicago,G,Online
250,david,66,male,56482,03/07/2018,5784,Chicago,Silver,2
484,alice,,f,70K,"Apr 14, 2019",88,Chicago,Gold,3
127,Bob,,male,28940,17/06/2019,296,LA,,Online
42,Charlie,14,male,70K,25/03/2019,3527,newyork,,Online
280,Eve,109,F,81833,"Feb 21, 2020",4016,New York,G,1
723,Alice,32,male,"30,000",14/04/2019,385,chicago,S,2
409,,56,female,95502,22/11/2018,217,Chicago,,Mobile
299,FRANK,,Male,,06/02/2021,203,Los Angeles,Platinum,1
734,,74,F,"30,000","Dec 11, 2020",430,newyork,,Mobile
153,FRANK,47,female,36963,24/08/2019,6530,chicago,SILVER,1
158,alice,22,,97182,25/07/2019,200,NYC,gold,Online
52,FRANK,112,male,70K,01/10/2019,1807,Los Angeles,Platinum,1
76,,62,male,"30,000",20/04/2019,134,losangeles,G,1
638,Charlie,56,male,28856,18/03/2021,8844,Los Angeles,Silver,2
556,Eve,16,Male,23869,21/08/2020,44,Chicago,Silver,Mobile
602,FRANK,17,f,50369,29/04/2019,2879,chicago,G,Online
381,david,8,male,33922,05/02/2019,,Chicago,Platinum,Online
7,alice,108,,-10000,"Jul 27, 2018",149,newyork,Gold,2
96,FRANK,55,,1000000,02/01/2019,360,losangeles,S,Online
418,Charlie,,male,51013,"Feb 07, 2021",€100,newyork,,In-Store
486,,113,M,42806,09/11/2018,433,Los Angeles,Platinum,1
714,FRANK,22,,75057,"Jan 18, 2018",13,Chicago,SILVER,3
565,Eve,141,F,28116,"Apr 19, 2022",£90,chicago,G,Online
850,alice,,F,70K,12/02/2018,127,New York,P,1
163,david,,f,24904,09/12/2018,,Chicago,Platinum,2
384,FRANK,62,female,77872,30/09/2022,405,New York,P,2
592,,,Male,99499,"Jun 01, 2021",344,LA,SILVER,3
330,Eve,136,,50k,26/07/2019,,Chicago,,2
624,,,f,62094,25/12/2018,86,Los Angeles,Silver,3
646,FRANK,,male,78918,28/11/2018,464,newyork,gold,3
30,Bob,24,Male,37460,2021-13-40,2175,New York,P,In-Store
612,david,37,M,"30,000",01/08/2020,406,losangeles,Silver,1
497,Charlie,,Male,,19/03/2020,99,losangeles,Gold,3
716,Alice,142,F,45653,"Aug 13, 2020",348,Los Angeles,Platinum,Online
262,alice,,Male,84369,28/03/2021,270,LA,Platinum,1
295,david,60,M,-10000,08/12/2020,349,New York,G,Online
135,alice,,Male,49556,24/10/2022,127,losangeles,Silver,Online
711,Eve,66,M,41245,16/03/2018,8758,New York,gold,Mobile
315,Bob,28,Male,89275,"Jan 23, 2020",6986,newyork,S,2
189,,64,female,31274,26/01/2023,42,chicago,gold,1
367,alice,137,male,50k,"Sep 06, 2019",384,Los Angeles,,1
662,Charlie,,F,"30,000",24/09/2020,414,Chicago,gold,2
231,Eve,,F,46678,18/03/2019,$120,NYC,P,1
16,david,67,f,38423,17/03/2022,173,losangeles,,Online
318,Eve,63,,67128,24/04/2021,301,chicago,,Online
951,Charlie,,Male,94487,11/09/2019,419,Chicago,G,2
191,,50,Male,,03/02/2018,489,LA,SILVER,2
371,,5,Male,64657,02/06/2019,2102,New York,G,1
510,Bob,53,M,89226,30/12/2021,54,losangeles,Platinum,1
193,alice,133,,500000,24/02/2019,378,Los Angeles,S,1
235,alice,25,Male,94759,20/05/2023,46,losangeles,S,Mobile
351,,,f,-10000,26/10/2018,299,Chicago,SILVER,2
787,,,female,66725,"Apr 19, 2018",6606,chicago,Platinum,3
556,Alice,87,,"30,000",02/03/2020,229,New York,,3
801,FRANK,,Male,28802,"Aug 26, 2019",18,chicago,Gold,2
674,Bob,34,Male,1000000,03/02/2021,2496,chicago,Platinum,In-Store
773,Bob,,male,70K,14/11/2022,7159,chicago,G,3
296,david,82,female,94599,10/11/2019,4465,losangeles,Silver,In-Store
527,FRANK,,,36671,2021-13-40,6259,losangeles,G,In-Store
886,Charlie,26,Male,,27/07/2018,£90,LA,P,1
414,Alice,22,F,33226,"Feb 24, 2021",€100,newyork,G,Online
792,,,female,85367,09/11/2020,40,Chicago,Silver,1
762,FRANK,45,female,26747,31/01/2020,$120,NYC,P,Online
332,,96,,"30,000",16/11/2019,19,New York,gold,3
77,Bob,144,M,22954,"Oct 31, 2019",96,Los Angeles,P,Mobile
603,Alice,36,F,57997,29/06/2022,91,LA,,Online
518,Bob,,F,71173,03/04/2022,1244,newyork,Gold,Mobile
774,Eve,105,,28906,18/11/2020,328,newyork,G,2
38,david,40,M,57757,27/01/2021,9128,chicago,G,In-Store
996,david,45,female,90047,11/11/2018,79,Los Angeles,Silver,Mobile
910,alice,,F,50k,02/01/2022,2471,Chicago,P,In-Store
945,FRANK,118,M,,"Jul 24, 2021",167,newyork,Gold,Mobile
411,,,M,"30,000",10/04/2022,491,chicago,Gold,Mobile
429,alice,41,f,72326,"Feb 26, 2020",302,Los Angeles,Platinum,3
990,Charlie,,M,50k,27/03/2018,394,newyork,S,2
785,FRANK,,M,,07/05/2023,473,New York,SILVER,Online
711,Alice,48,,96385,11/03/2021,7611,newyork,,2
422,alice,124,male,1000000,19/08/2022,£90,newyork,P,Mobile
637,Bob,47,M,50k,"Mar 09, 2021",8436,newyork,Gold,1
600,Eve,51,f,64308,08/03/2019,28,chicago,,Mobile
46,,,F,54194,01/12/2018,9572,NYC,SILVER,1
108,Bob,,F,63848,15/09/2020,$120,NYC,P,3
827,Bob,,female,38256,18/02/2023,94,NYC,P,In-Store
329,Charlie,37,Male,91707,07/10/2020,261,chicago,S,2
342,FRANK,39,M,28169,"Jul 30, 2020",$120,losangeles,SILVER,Mobile
577,Eve,,,84691,02/02/2020,418,chicago,gold,In-Store
378,FRANK,,M,93905,"Jun 13, 2019",4037,Chicago,P,Mobile
949,alice,97,,"30,000",31/10/2019,234,NYC,Platinum,In-Store
982,david,65,Male,65330,"Sep 07, 2022",7379,chicago,P,In-Store
504,alice,,Male,74557,13/05/2022,1463,NYC,S,2
688,FRANK,,F,"30,000",15/02/2018,€100,Chicago,S,3
651,alice,134,,50k,"Nov 04, 2019",9690,newyork,Silver,2
845,Bob,,f,,23/01/2022,,New York,,2
600,alice,28,F,500000,"Apr 26, 2021",8784,LA,gold,In-Store
186,alice,,f,25471,12/06/2019,9924,newyork,,Mobile
285,FRANK,-4,,24666,10/02/2021,190,losangeles,,In-Store
792,Bob,49,male,-10000,25/03/2019,440,NYC,Gold,1
453,Eve,9,Male,65908,10/11/2018,4407,LA,P,1
668,Alice,,female,82599,"Nov 01, 2020",6058,LA,Silver,3
532,Bob,60,Male,49852,29/03/2020,69,Chicago,P,In-Store
348,Alice,,,27255,05/09/2019,2502,Los Angeles,,Online
180,FRANK,,female,45712,30/06/2021,7262,New York,gold,1
775,Bob,104,M,,19/09/2021,168,losangeles,S,3
821,Charlie,34,f,70K,12/03/2023,25,newyork,gold,1
719,david,50,,"30,000",28/07/2022,,NYC,S,Mobile
793,Charlie,29,,92416,27/08/2020,6486,Chicago,P,2
611,Charlie,39,male,500000,29/01/2020,129,New York,Gold,Online
680,FRANK,29,M,69444,23/09/2020,84,Los Angeles,,Online
143,,95,F,76324,22/03/2020,91,newyork,SILVER,3
453,alice,,female,92029,06/10/2022,310,newyork,S,Mobile
22,david,58,f,35149,04/06/2021,190,New York,,2
802,,54,f,500000,"May 09, 2021",406,newyork,Platinum,Mobile
590,Charlie,59,,70K,14/10/2022,258,Chicago,G,1
882,Charlie,32,F,45381,18/06/2018,149,New York,Platinum,1
857,,111,female,77216,27/05/2020,298,NYC,,2
691,,48,F,51217,29/03/2023,8472,LA,Silver,1
487,Alice,89,f,32057,05/01/2018,255,newyork,,2
80,david,,male,50k,"Oct 01, 2018",374,Chicago,SILVER,In-Store
27,alice,-7,Male,74141,"Jan 22, 2020",10,LA,,Online
257,,104,f,,29/06/2018,225,chicago,,In-Store
619,,,,50k,"Sep 27, 2019",,NYC,P,Online
501,Alice,61,M,52757,08/04/2021,€100,New York,Platinum,In-Store
753,david,80,Male,30041,12/06/2021,168,Chicago,Silver,2
443,david,59,f,36608,29/01/2019,,New York,,Mobile
911,Eve,35,M,500000,15/08/2022,8131,NYC,Gold,In-Store
265,Bob,139,,25730,"Apr 30, 2021",€100,chicago,G,In-Store
613,Bob,,Male,65831,13/12/2020,303,chicago,Gold,1
209,Charlie,61,,"30,000",06/08/2019,£90,New York,P,In-Store
674,FRANK,,f,58327,"May 26, 2021",€100,Los Angeles,Platinum,1
851,FRANK,36,M,99445,09/05/2022,224,NYC,gold,1
885,david,,f,82744,"Apr 04, 2019",207,Chicago,G,1
513,alice,18,F,50k,"Oct 12, 2022",228,Los Angeles,Silver,2
279,Bob,,male,50k,24/11/2021,141,chicago,Platinum,2
966,Eve,104,female,52794,"Jan 05, 2020",26,New York,gold,3
413,alice,62,F,,16/12/2021,218,losangeles,G,In-Store
212,FRANK,30,F,84871,21/03/2023,190,New York,gold,Mobile
312,,57,f,48873,"Oct 01, 2022",367,New York,Gold,Mobile
706,,,female,-10000,08/03/2019,250,LA,S,Online
480,Bob,,,68094,11/12/2021,29,Los Angeles,gold,3
270,FRANK,,Male,,01/05/2018,7326,Los Angeles,,Mobile
251,FRANK,,M,52008,08/07/2020,299,newyork,,3
296,alice,66,F,,"May 31, 2018",325,Chicago,gold,3
944,Charlie,37,F,61793,"Nov 09, 2021",247,chicago,G,Online
73,Eve,,f,,11/01/2022,$120,newyork,,In-Store
464,Bob,106,,,"Sep 09, 2018",461,LA,,Mobile
767,Charlie,,f,27077,06/03/2019,6867,LA,Platinum,In-Store
610,FRANK,72,Male,73848,16/01/2020,301,Chicago,gold,2
315,Bob,8,f,70K,08/12/2019,124,Los Angeles,,Mobile
812,david,5,F,30282,"Sep 19, 2022",115,NYC,G,Mobile
170,Eve,42,M,37974,23/07/2022,365,chicago,Gold,1
982,Bob,34,female,,03/06/2023,313,newyork,P,Online
489,Charlie,7,male,59968,"Nov 02, 2022",£90,LA,Gold,In-Store
705,FRANK,146,f,,"Jul 29, 2022",101,chicago,Platinum,Online
847,Charlie,29,male,36088,19/12/2021,189,Chicago,Platinum,2
273,,128,,38607,2021-13-40,92,Los Angeles,Gold,1
931,,,female,50815,24/05/2022,,New York,gold,In-Store
153,Charlie,,female,-10000,01/05/2020,246,Los Angeles,Gold,Online
771,,34,,500000,17/11/2019,355,New York,P,2
231,,,,85392,15/10/2018,228,Chicago,G,2
525,Charlie,54,f,55428,"Oct 11, 2020",130,losangeles,Silver,1
609,alice,19,female,97101,16/01/2022,446,LA,P,In-Store
861,Charlie,59,Male,59375,28/04/2022,324,New York,G,3
203,Charlie,89,male,27827,"Dec 27, 2021",479,newyork,,Online
679,alice,74,F,99920,2021-13-40,,losangeles,G,3
824,Eve,,,84927,15/09/2020,6495,losangeles,Platinum,1
871,Charlie,115,Male,70146,"Nov 12, 2019",7446,NYC,,In-Store
604,Charlie,,M,78198,27/12/2022,482,Los Angeles,Silver,2
641,FRANK,,,49418,30/04/2023,221,Los Angeles,Silver,3
571,alice,-10,f,69719,"Jan 12, 2022",8120,newyork,SILVER,In-Store
238,Alice,62,female,76503,28/03/2022,162,chicago,,1
697,FRANK,127,,,13/11/2019,395,newyork,Platinum,1
887,Alice,67,F,59996,08/07/2021,457,chicago,SILVER,1
240,alice,13,male,90981,04/12/2022,391,newyork,P,1
704,Charlie,52,F,23406,16/02/2023,167,NYC,Gold,3
73,david,,Male,70K,06/09/2022,412,newyork,Silver,Online
106,,,F,97458,07/09/2019,415,NYC,S,Online
914,alice,,f,23584,"Sep 30, 2021",323,Chicago,Gold,2
591,,,female,76895,09/01/2018,212,Los Angeles,Platinum,Mobile
475,alice,,male,27486,04/05/2023,5007,losangeles,P,In-Store
67,,81,male,92521,05/01/2018,4972,New York,S,Mobile
597,alice,,male,57672,"Jun 05, 2018",151,LA,P,In-Store
963,alice,30,male,,2021-13-40,8387,Chicago,,3
49,Charlie,,,1000000,"Nov 14, 2022",125,New York,Platinum,3
388,Bob,51,f,"30,000",20/09/2021,5417,newyork,,1
6,Alice,,f,"30,000",03/04/2021,145,Chicago,Silver,3
321,david,68,Male,41305,"Feb 05, 2021",279,Chicago,Silver,2
154,Eve,52,Male,81254,18/10/2022,3807,chicago,S,1
356,Alice,20,F,37284,"Mar 07, 2020",124,Chicago,S,In-Store
492,Eve,0,f,56791,2021-13-40,313,losangeles,P,Online
322,david,,Male,70K,29/05/2020,266,newyork,Gold,2
167,Eve,123,male,52759,18/05/2019,75,chicago,P,Online
531,Charlie,61,M,,"Sep 23, 2018",8815,newyork,P,Online
866,alice,65,F,64241,"Aug 22, 2019",304,LA,Silver,1
426,alice,,,70K,30/01/2023,9735,losangeles,gold,Online
204,Bob,,M,55949,"Dec 02, 2018",9558,Los Angeles,G,In-Store
124,Bob,,male,55225,"Mar 24, 2023",5417,chicago,Silver,Online
498,Eve,,f,70K,15/01/2021,137,LA,gold,Online
879,FRANK,59,M,"30,000",15/11/2018,63,losangeles,S,In-Store
609,Alice,2,f,36293,07/01/2018,467,New York,S,3
784,alice,14,F,94506,"Apr 27, 2022",8299,chicago,S,Mobile
923,david,,f,70K,21/08/2018,41,New York,Gold,In-Store
263,,22,Male,43433,21/10/2020,68,Chicago,S,In-Store
463,Bob,,f,1000000,"Sep 12, 2020",$120,LA,P,Mobile
853,david,32,male,77659,31/12/2019,€100,New York,Gold,3
243,Eve,,female,81137,05/03/2020,470,Chicago,S,Mobile
458,Alice,92,f,67018,28/05/2019,,chicago,G,1
175,alice,,f,-10000,24/06/2021,108,losangeles,gold,In-Store
701,Eve,26,F,,29/11/2018,332,Chicago,,3
491,FRANK,,Male,73557,05/12/2020,199,New York,P,Online
311,Bob,29,,95965,"Mar 09, 2023",251,newyork,Silver,Mobile
110,alice,25,f,56234,14/10/2022,3161,New York,,3
152,Bob,66,M,"30,000",04/06/2020,29,New York,SILVER,3
8,david,,,28394,08/05/2022,15,NYC,SILVER,1
821,david,28,male,500000,25/01/2019,164,newyork,SILVER,3
134,FRANK,55,female,56194,12/03/2022,300,New York,Gold,3
234,,146,,84871,06/03/2022,444,newyork,SILVER,1
979,Charlie,67,female,49808,28/03/2023,205,newyork,S,1
518,Charlie,49,Male,50k,26/07/2020,85,NYC,,Online
106,david,18,f,26498,26/01/2020,4660,losangeles,,2
378,david,141,M,35000,16/03/2018,1894,LA,Silver,3
527,Alice,,F,50k,2021-13-40,82,Los Angeles,gold,1
903,FRANK,26,f,86416,"Sep 23, 2021",64,New York,gold,Online
981,Eve,,f,-10000,01/05/2020,408,LA,SILVER,3
962,Charlie,46,f,25499,01/11/2022,114,LA,gold,2
583,FRANK,,f,,23/09/2022,€100,New York,SILVER,2
168,Eve,20,F,27970,23/02/2021,452,Los Angeles,P,3
473,Eve,,f,53743,27/08/2020,280,newyork,Gold,1
122,Eve,150,f,66312,"Feb 03, 2021",7416,newyork,gold,Online
202,Bob,40,,,19/07/2022,179,losangeles,G,1
599,Charlie,53,female,98719,"Jul 30, 2021",6527,Los Angeles,Silver,Mobile
112,,25,,65839,04/01/2021,8722,Los Angeles,S,3
920,Alice,,F,30155,25/10/2022,294,Los Angeles,Gold,2
562,Eve,46,,,07/09/2019,422,newyork,Silver,1
260,Charlie,,male,500000,29/07/2022,482,New York,Platinum,Mobile
29,Charlie,31,male,,"Jul 29, 2019",4578,newyork,,1
542,david,30,M,51061,"Jun 02, 2018",143,Los Angeles,P,1
462,Charlie,111,Male,62701,"Sep 24, 2019",292,losangeles,gold,1
740,FRANK,,M,70K,"Feb 23, 2018",106,NYC,S,1
466,david,,Male,70K,28/12/2021,366,New York,Platinum,Mobile
607,,41,Male,75898,23/03/2023,213,newyork,,Online
398,alice,54,Male,38753,"Jul 14, 2018",123,losangeles,gold,2
206,Charlie,57,M,62800,14/10/2019,47,losangeles,Gold,2
580,Eve,,f,70K,11/03/2019,488,losangeles,P,3
75,,29,female,73495,"Jul 21, 2019",,New York,P,3
508,,49,male,70K,31/01/2021,,NYC,P,1
992,alice,,f,1000000,"Jan 29, 2021",34,Los Angeles,,2
444,Bob,,Male,50k,"Sep 09, 2021",161,losangeles,Gold,In-Store
382,Bob,38,female,68274,06/04/2020,107,LA,G,In-Store
380,,65,M,58125,04/12/2022,90,losangeles,Silver,Mobile
245,Eve,18,male,97493,"Nov 14, 2019",3223,New York,SILVER,Mobile
870,FRANK,32,,33924,08/10/2018,449,Los Angeles,SILVER,Online
395,alice,65,M,50k,19/04/2023,109,Chicago,S,Online
178,alice,42,F,86951,03/09/2020,244,LA,Platinum,2
473,FRANK,139,female,,10/01/2020,103,Los Angeles,,3
513,Alice,21,f,"30,000",26/06/2019,218,Los Angeles,SILVER,Mobile
114,Bob,146,Male,48163,23/02/2021,345,Los Angeles,SILVER,In-Store
555,alice,89,M,96373,11/12/2018,19,Los Angeles,Platinum,In-Store
799,FRANK,,Male,39670,11/03/2021,128,newyork,P,Mobile
260,Bob,81,female,30281,04/02/2018,8385,LA,SILVER,In-Store
274,,30,female,49436,21/12/2021,7810,Los Angeles,Gold,3
872,david,20,male,"30,000",15/05/2023,,Chicago,Silver,1
944,,35,,"30,000","Jan 11, 2018",7492,newyork,Platinum,3
805,david,107,F,,03/02/2022,,Chicago,Platinum,3
201,alice,28,F,90643,03/05/2019,26,newyork,SILVER,Mobile
195,Eve,36,M,89174,09/06/2021,,New York,Gold,In-Store
628,FRANK,68,,99574,"Dec 16, 2020",6141,New York,gold,1
499,Eve,54,M,-10000,08/04/2020,301,losangeles,Platinum,2
244,FRANK,,,,"Aug 13, 2019",205,Los Angeles,Silver,In-Store
454,Charlie,,f,,20/10/2022,1821,NYC,G,3
603,alice,108,,1000000,2021-13-40,463,newyork,S,In-Store
191,FRANK,,male,45562,23/08/2018,2469,LA,P,In-Store
36,Alice,53,female,70K,"Mar 10, 2022",8983,LA,Silver,Online
918,Alice,45,f,63081,26/03/2021,€100,NYC,P,2
6,Bob,,female,67443,03/04/2021,248,newyork,,Online
976,alice,18,female,79745,25/05/2019,106,New York,Silver,Mobile
493,Alice,,male,35127,18/04/2019,164,chicago,gold,In-Store
514,Bob,67,Male,78328,06/02/2022,440,losangeles,S,2
528,Charlie,125,F,67432,30/09/2018,39,Chicago,P,3
495,alice,15,Male,66135,19/08/2018,126,losangeles,S,Online
758,alice,49,female,,08/01/2022,,newyork,P,1
392,Alice,,,,29/01/2018,494,New York,G,Online
59,,64,F,67486,27/02/2019,93,NYC,G,Mobile
21,david,81,M,70K,23/01/2022,427,newyork,P,3
566,Charlie,33,male,50k,28/10/2019,,Los Angeles,Silver,Mobile
573,Eve,48,,1000000,"Nov 28, 2020",5592,chicago,gold,1
698,Charlie,,M,94624,17/02/2019,210,Chicago,,3
530,Eve,65,,90466,25/12/2019,102,Los Angeles,Platinum,In-Store
727,Bob,47,male,73427,24/10/2022,€100,NYC,,1
435,FRANK,63,F,"30,000","Apr 28, 2023",111,chicago,Silver,Online
999,Eve,,f,50k,01/06/2019,78,chicago,Gold,Online
230,Bob,,F,70K,21/11/2018,,LA,G,Mobile
666,FRANK,,male,64770,04/09/2022,329,losangeles,gold,1
730,Charlie,39,female,35461,"Dec 09, 2020",14,LA,S,3
59,Alice,99,M,73543,"Aug 15, 2018",18,newyork,,2
245,,,male,86194,27/07/2019,179,NYC,S,Online
820,Eve,,f,95499,29/01/2018,303,New York,SILVER,Online
434,david,148,f,-10000,20/12/2020,120,Chicago,G,Mobile
329,,,,43581,"Dec 14, 2019",459,newyork,Silver,Online
924,Bob,61,,500000,09/07/2020,127,LA,Silver,3
436,Bob,88,,35832,19/07/2019,122,NYC,G,3
178,Alice,47,f,54521,07/07/2019,139,Los Angeles,SILVER,Online
503,david,41,Male,,2021-13-40,249,chicago,gold,Online
661,alice,,female,-10000,26/04/2019,$120,losangeles,Platinum,Online
550,Bob,,M,36567,27/04/2023,353,NYC,S,1
249,Charlie,67,M,76547,"Jan 17, 2022",411,newyork,gold,3
266,david,,female,41880,13/11/2021,€100,newyork,,In-Store
991,alice,,f,37351,"Sep 10, 2021",234,Chicago,S,1
256,Alice,,Male,,11/02/2018,82,chicago,SILVER,Online
554,Alice,47,M,,18/12/2022,£90,NYC,,Online
69,FRANK,,,75359,"Aug 03, 2019",6691,Los Angeles,Silver,2
323,Bob,98,f,36705,01/04/2022,137,NYC,Platinum,Online
892,,6,female,92999,18/12/2020,98,chicago,Platinum,In-Store
780,Charlie,105,F,58455,"Feb 10, 2018",338,losangeles,Gold,1
942,alice,50,f,64146,26/04/2022,117,Los Angeles,P,Mobile
840,Bob,,,97526,03/01/2018,50,Chicago,Silver,2
888,david,126,male,"30,000","Aug 11, 2018",476,newyork,SILVER,2
217,,148,F,25929,"May 20, 2020",386,Chicago,SILVER,3
4,Bob,69,M,66525,11/07/2019,5232,LA,Platinum,In-Store
268,Bob,47,f,1000000,"Oct 03, 2021",$120,chicago,P,3
26,Bob,35,F,70K,24/08/2020,24,losangeles,SILVER,Mobile
699,FRANK,22,Male,57917,28/10/2019,148,newyork,Platinum,1
554,FRANK,,,-10000,01/01/2020,33,Chicago,G,Mobile
754,Eve,27,M,44045,"Dec 26, 2020",286,LA,gold,2
903,Charlie,,male,"30,000",01/06/2020,244,Chicago,S,1
977,,65,,39956,31/07/2018,494,NYC,S,2
92,Charlie,61,f,97798,10/11/2022,1268,newyork,,In-Store
712,Charlie,78,male,70K,24/04/2020,242,New York,SILVER,In-Store
85,Bob,-5,,"30,000",22/06/2023,500,Chicago,gold,Mobile
160,Alice,30,f,1000000,29/03/2019,348,NYC,P,Mobile
725,Charlie,,,77486,18/07/2018,159,chicago,SILVER,2
618,alice,75,male,86672,24/02/2023,461,Los Angeles,gold,2
209,FRANK,,f,70K,29/07/2019,39,New York,Platinum,3
692,david,73,f,50443,"Jul 11, 2018",£90,New York,gold,In-Store
156,Charlie,,Male,84656,06/06/2021,479,newyork,P,Mobile
407,,107,,26329,28/05/2019,348,LA,Gold,1
813,alice,23,,"30,000","Nov 12, 2021",,losangeles,S,Online
769,david,28,male,,08/09/2021,£90,newyork,Gold,2
264,Bob,85,,"30,000",29/09/2020,435,LA,G,In-Store
733,Bob,67,F,57389,"Dec 23, 2022",£90,New York,G,Online
53,Charlie,62,f,70340,28/10/2020,9113,Los Angeles,gold,Mobile
589,Bob,28,F,43385,23/07/2019,432,newyork,,2
454,,127,M,25496,"Dec 16, 2019",221,NYC,gold,1
638,FRANK,,,76431,13/02/2021,328,NYC,Platinum,1
336,,62,f,,19/07/2018,3996,losangeles,,2
200,FRANK,33,,95384,30/01/2019,35,Los Angeles,gold,Online
344,Charlie,38,male,70K,25/04/2019,194,losangeles,SILVER,Mobile
756,david,56,Male,65527,06/02/2019,9873,losangeles,gold,1
525,Eve,,female,41704,28/08/2019,284,New York,Silver,In-Store
363,Bob,,F,57728,09/07/2020,$120,losangeles,SILVER,3
447,david,38,M,83784,06/03/2018,8686,NYC,SILVER,2
254,Eve,,F,500000,22/01/2022,3430,LA,P,1
811,Alice,126,f,57811,"Mar 30, 2022",268,Los Angeles,Platinum,3
358,Eve,-4,F,99451,03/06/2020,102,newyork,Gold,1
259,david,27,M,50366,04/09/2022,172,NYC,SILVER,Mobile
573,david,38,,70K,16/01/2018,1657,NYC,,3
279,,,F,32579,27/12/2020,6623,LA,Silver,In-Store
42,Eve,65,F,92373,03/01/2023,211,Los Angeles,P,In-Store
449,Alice,,Male,,15/04/2022,,New York,P,Online
989,david,,female,23584,11/11/2018,374,chicago,SILVER,In-Store
64,alice,,f,50k,15/04/2019,478,chicago,Gold,Online
83,,25,M,,"Dec 01, 2020",,chicago,G,1
550,Bob,26,M,,19/11/2018,494,newyork,G,3
460,david,-4,f,20873,20/05/2020,258,LA,,In-Store
447,alice,46,male,500000,16/06/2022,331,chicago,Platinum,3
107,Bob,13,f,46626,17/06/2019,241,newyork,SILVER,1
698,Alice,,,94863,23/06/2022,2250,losangeles,Silver,1
769,FRANK,,female,78304,29/08/2019,61,LA,Silver,Mobile
451,FRANK,32,F,,10/08/2020,53,newyork,Gold,In-Store
585,Charlie,,Male,79486,25/08/2018,34,newyork,G,2
517,,,male,34367,16/04/2019,281,NYC,Platinum,In-Store
864,,39,M,78249,19/03/2020,£90,Los Angeles,S,Mobile
909,FRANK,,,84651,04/01/2019,130,LA,Gold,1
772,Charlie,,,31385,08/05/2019,362,losangeles,Platinum,2
692,alice,41,female,56497,27/05/2021,,NYC,G,Mobile
670,Bob,99,,50k,05/02/2021,423,newyork,gold,Mobile
630,Alice,42,,30363,05/01/2021,1819,New York,,2
740,Bob,78,Male,29745,12/11/2019,2211,LA,Silver,In-Store
671,Alice,,,40542,01/04/2018,$120,chicago,Platinum,3
379,Eve,,f,,13/09/2022,€100,chicago,Platinum,1
533,david,96,M,56190,06/06/2022,418,New York,P,3
320,Alice,,F,-10000,03/07/2018,4695,Chicago,P,In-Store
373,Alice,45,f,,27/05/2018,3474,chicago,gold,Mobile
946,,55,male,50k,24/01/2021,63,Chicago,Platinum,Online
278,Eve,43,female,25027,22/10/2019,5125,Los Angeles,Platinum,Online
844,,124,male,33164,"Jul 20, 2019",101,Los Angeles,Platinum,Online
172,,141,F,,17/04/2022,6215,Los Angeles,Platinum,3
523,,-9,f,44955,07/05/2022,262,newyork,gold,3
156,Bob,59,F,,20/01/2022,98,Chicago,Gold,3
213,Charlie,132,M,"30,000",04/12/2018,82,losangeles,G,3
807,Eve,63,male,21044,25/01/2019,€100,NYC,S,In-Store
56,Bob,37,male,37940,21/07/2018,137,losangeles,Platinum,Online
891,Eve,131,male,70K,"Jan 08, 2021",295,New York,Silver,2
483,Bob,,,45647,15/07/2021,$120,newyork,SILVER,1
958,david,,f,81618,"Dec 25, 2019",20,losangeles,G,3
745,Charlie,65,male,83505,"Aug 24, 2018",448,chicago,Gold,Online
829,FRANK,19,f,85106,19/06/2019,86,LA,G,Online
689,,,f,37274,23/07/2022,67,Chicago,G,Mobile
797,Bob,58,Male,31627,26/03/2021,100,LA,G,3
60,Eve,63,M,,05/12/2020,357,New York,Silver,3
642,,,f,20419,"Aug 16, 2022",360,losangeles,SILVER,1
893,david,59,,28816,03/06/2022,312,losangeles,,Online
559,Alice,60,female,-10000,18/08/2020,7266,Los Angeles,Gold,Mobile
843,david,,Male,50k,15/08/2020,475,newyork,gold,Online
1000,Bob,138,f,25087,11/04/2018,388,losangeles,Silver,2
715,,101,,54481,20/12/2022,364,Chicago,P,Online
236,Bob,,,70K,"Jul 27, 2021",,chicago,Platinum,2
119,alice,20,male,"30,000","Jan 22, 2022",113,newyork,,Mobile
404,Alice,50,F,65705,09/04/2020,160,Chicago,Silver,Mobile
917,Eve,,F,-10000,28/04/2019,236,newyork,Platinum,In-Store
799,Charlie,27,f,50k,06/07/2019,166,New York,P,In-Store
786,Bob,24,,50394,27/01/2020,,LA,S,1
721,Alice,3,male,83577,10/08/2022,,Chicago,Gold,Online
13,Charlie,,Male,-10000,08/02/2020,£90,chicago,gold,1
632,Alice,2,Male,98360,22/03/2018,6416,newyork,P,3
780,Charlie,,M,91226,02/03/2019,148,newyork,P,In-Store
180,alice,22,F,1000000,20/10/2022,$120,losangeles,gold,3
41,FRANK,67,male,48695,30/05/2022,15,LA,S,Online
691,Eve,,Male,57653,14/05/2022,324,Los Angeles,G,3
798,Charlie,,Male,78611,"May 05, 2018",7185,losangeles,SILVER,3
861,FRANK,,female,52426,16/03/2023,,losangeles,SILVER,3
